,Unnamed: 0,Dis_Actual,Dis_Forcst,difference
14442,14442,167.0,85.67999999999999,81.32000000000001
14473,14473,164.0,85.67999999999999,78.32000000000001
14489,14489,208.0,42.746,165.254
14502,14502,58.0,83.783,-25.783
14507,14507,165.0,85.67999999999999,79.32000000000001
14513,14513,139.0,40.807,98.193
14533,14533,52.0,83.783,-31.783
14542,14542,68.0,83.783,-15.783
14543,14543,163.0,85.67999999999999,77.32000000000001
14578,14578,163.0,85.67999999999999,77.32000000000001
14623,14623,161.0,85.67999999999999,75.32000000000001
14628,14628,111.0,42.746,68.25399999999999
14652,14652,162.0,85.67999999999999,76.32000000000001
14681,14681,122.0,42.746,79.25399999999999
14687,14687,124.0,42.746,81.25399999999999
14697,14697,162.0,85.67999999999999,76.32000000000001
14750,14750,163.0,85.67999999999999,77.32000000000001
14782,14782,164.0,85.67999999999999,78.32000000000001
14802,14802,164.0,85.67999999999999,78.32000000000001
14823,14823,74.0,95.076,-21.075999999999997
14828,14828,164.0,85.67999999999999,78.32000000000001
14865,14865,74.0,95.076,-21.075999999999997
14883,14883,169.0,85.67999999999999,83.32000000000001
14889,14889,97.0,0.0,97.0
14896,14896,159.0,0.0,159.0
14899,14899,59.0,100.0,-41.0
14907,14907,168.0,85.67999999999999,82.32000000000001
14931,14931,252.0,43.394,208.606
14938,14938,118.0,100.0,18.0
14948,14948,22.0,145.68,-123.68
14957,14957,79.0,0.0,79.0
14958,14958,187.0,85.257,101.743
14967,14967,211.0,100.79,110.21
14970,14970,44.0,145.68,-101.68
14976,14976,299.0,146.29,152.71
14990,14990,118.0,100.0,18.0
15003,15003,213.0,100.79,112.21
15018,15018,69.0,100.0,-31.0
15019,15019,130.0,146.29,-16.289999999999992
15020,15020,44.0,145.68,-101.68
15027,15027,88.0,0.0,88.0
15039,15039,92.0,0.0,92.0
15042,15042,44.0,145.68,-101.68
15046,15046,168.0,100.79,67.21
15065,15065,90.0,146.29,-56.28999999999999
15092,15092,140.0,143.96,-3.960000000000008
15101,15101,39.0,100.79,-61.790000000000006
15122,15122,140.0,138.63,1.3700000000000043
15165,15165,71.0,78.479,-7.478999999999999
15179,15179,88.0,85.67999999999999,2.3200000000000074
15196,15196,104.0,59.985,44.015
15220,15220,140.0,0.0,140.0
15229,15229,58.0,85.67999999999999,-27.679999999999996
15235,15235,104.0,28.567,75.43299999999999
15245,15245,154.0,28.567,125.433
15249,15249,110.0,0.0,110.0
15257,15257,388.0,270.0,118.0
15272,15272,0.0,71.39999999999999,-71.39999999999999
15276,15276,125.0,54.0,71.0
15285,15285,315.0,270.0,45.0
15288,15288,124.0,54.0,70.0
15305,15305,130.0,28.567,101.433
15309,15309,80.0,0.0,80.0
15316,15316,78.0,1.3262,76.6738
15317,15317,64.0,60.0,4.0
15339,15339,0.0,60.0,-60.0
15341,15341,307.0,121.667,185.333
15347,15347,123.0,54.0,69.0
15377,15377,126.0,54.0,72.0
15378,15378,285.0,135.0,150.0
15380,15380,64.0,60.0,4.0
15388,15388,286.0,135.0,151.0
15402,15402,64.0,60.0,4.0
15416,15416,124.0,54.0,70.0
15429,15429,124.0,54.0,70.0
15442,15442,64.0,60.0,4.0
15449,15449,286.0,135.0,151.0
15462,15462,264.0,135.0,129.0
15467,15467,77.0,4.4189,72.5811
15474,15474,99.0,54.0,45.0
15488,15488,49.0,60.0,-11.0
15522,15522,98.0,54.0,44.0
15523,15523,93.0,0.0,93.0
15526,15526,244.0,135.0,109.0
15534,15534,243.0,135.0,108.0
15538,15538,78.0,0.0,78.0
15546,15546,99.0,54.0,45.0
15578,15578,75.0,0.0,75.0
15579,15579,243.0,135.0,108.0
15580,15580,98.0,54.0,44.0
15614,15614,265.0,135.0,130.0
15625,15625,31.0,60.0,-29.0
15631,15631,77.0,0.0,77.0
15632,15632,112.0,54.0,58.0
15638,15638,126.0,54.0,72.0
15641,15641,284.0,135.0,149.0
15658,15658,82.0,0.0,82.0
15666,15666,50.0,60.0,-10.0
15677,15677,124.0,54.0,70.0
15684,15684,279.0,135.0,144.0
15685,15685,100.0,0.0,100.0
15695,15695,92.0,60.0,32.0
15696,15696,5.0,54.0,-49.0
15717,15717,280.0,135.0,145.0
15720,15720,91.0,18.964,72.036
15748,15748,276.0,135.0,141.0
15775,15775,0.0,47.16,-47.16
15776,15776,122.0,18.964,103.036
15781,15781,0.0,51.44,-51.44
15789,15789,139.0,33.061,105.939
15815,15815,277.0,135.0,142.0
15820,15820,280.0,135.0,145.0
15871,15871,278.0,135.0,143.0
15920,15920,261.0,135.0,126.0
15935,15935,279.0,135.0,144.0
15990,15990,278.0,135.0,143.0
15993,15993,72.0,6.1039,65.8961
16002,16002,277.0,135.0,142.0
16004,16004,120.0,60.0,60.0
16008,16008,76.0,0.0,76.0
16045,16045,273.0,135.0,138.0
16056,16056,76.0,0.0,76.0
16077,16077,272.0,135.0,137.0
16085,16085,76.0,0.0,76.0
16106,16106,272.0,135.0,137.0
16124,16124,76.0,0.0,76.0
16142,16142,76.0,0.0,76.0
16153,16153,276.0,135.0,141.0
16156,16156,152.0,51.783,100.217
16189,16189,276.0,135.0,141.0
16204,16204,151.0,51.783,99.217
16220,16220,276.0,135.0,141.0
16256,16256,75.0,0.0,75.0
16282,16282,276.0,135.0,141.0
16290,16290,275.0,135.0,140.0
16331,16331,74.0,0.0,74.0
16353,16353,276.0,135.0,141.0
16374,16374,0.0,47.16,-47.16
16379,16379,276.0,135.0,141.0
16413,16413,276.0,135.0,141.0
16422,16422,0.0,51.44,-51.44
16439,16439,276.0,135.0,141.0
16478,16478,276.0,135.0,141.0
16501,16501,0.0,38.6,-38.6
16521,16521,275.0,135.0,140.0
16542,16542,74.0,0.0,74.0
16562,16562,0.0,47.16,-47.16
16563,16563,275.0,135.0,140.0
16584,16584,276.0,135.0,141.0
16589,16589,74.0,0.0,74.0
16595,16595,0.0,60.0,-60.0
16600,16600,48.0,62.395,-14.395000000000003
16609,16609,106.0,0.0,106.0
16620,16620,0.0,43.394,-43.394
16625,16625,277.0,135.0,142.0
16631,16631,148.0,43.0,105.0
16636,16636,123.0,20.157,102.843
16643,16643,99.0,100.0,-1.0
16646,16646,120.0,100.0,20.0
16649,16649,129.0,0.0,129.0
16653,16653,152.0,100.79,51.21
16655,16655,0.0,77.12,-77.12
16669,16669,179.0,0.0,179.0
16679,16679,276.0,135.0,141.0
16687,16687,152.0,0.0,152.0
16692,16692,251.0,0.0,251.0
16693,16693,150.0,150.0,0.0
16700,16700,0.0,85.67999999999999,-85.67999999999999
16704,16704,276.0,135.0,141.0
16712,16712,120.0,100.0,20.0
16714,16714,214.0,100.79,113.21
16720,16720,0.0,85.67999999999999,-85.67999999999999
16725,16725,120.0,100.0,20.0
16732,16732,278.0,135.0,143.0
16735,16735,176.0,0.0,176.0
16742,16742,152.0,0.0,152.0
16744,16744,150.0,130.2,19.80000000000001
16745,16745,211.0,100.79,110.21
16765,16765,120.0,0.0,120.0
16767,16767,276.0,135.0,141.0
16773,16773,0.0,85.67999999999999,-85.67999999999999
16774,16774,123.0,0.0,123.0
16778,16778,80.0,130.25,-50.25
16783,16783,214.0,100.79,113.21
16804,16804,120.0,0.0,120.0
16808,16808,0.0,85.67999999999999,-85.67999999999999
16813,16813,51.0,0.0,51.0
16820,16820,277.0,135.0,142.0
16822,16822,206.0,100.79,105.21
16825,16825,211.0,100.79,110.21
16845,16845,0.0,85.67999999999999,-85.67999999999999
16846,16846,120.0,0.0,120.0
16857,16857,275.0,135.0,140.0
16859,16859,73.0,0.0,73.0
16879,16879,207.0,100.79,106.21
16881,16881,0.0,74.25999999999999,-74.25999999999999
16885,16885,274.0,135.0,139.0
16893,16893,120.0,0.0,120.0
16898,16898,0.0,69.97999999999999,-69.97999999999999
16899,16899,67.0,0.0,67.0
16904,16904,276.0,135.0,141.0
16912,16912,198.0,100.79,97.21
16944,16944,278.0,135.0,143.0
16973,16973,90.0,78.479,11.521
16976,16976,278.0,135.0,143.0
16984,16984,108.0,54.0,54.0
17010,17010,88.0,0.0,88.0
17033,17033,277.0,135.0,142.0
17049,17049,0.0,51.783,-51.783
17053,17053,472.0,270.0,202.0
17062,17062,278.0,125.031,152.969
17079,17079,278.0,135.0,143.0
17091,17091,535.0,270.0,265.0
17103,17103,469.0,270.0,199.0
17104,17104,123.0,54.0,69.0
17116,17116,465.0,270.0,195.0
17131,17131,0.0,51.783,-51.783
17138,17138,279.0,127.0,152.0
17140,17140,544.0,263.96,280.04
17158,17158,0.0,135.0,-135.0
17161,17161,0.0,51.783,-51.783
17170,17170,484.0,270.0,214.0
17175,17175,195.0,20.157,174.843
17184,17184,0.0,135.0,-135.0
17195,17195,0.0,51.783,-51.783
17227,17227,0.0,51.783,-51.783
17229,17229,69.0,30.667,38.333
17243,17243,0.0,126.289,-126.289
17248,17248,79.0,20.157,58.843
17266,17266,0.0,127.0,-127.0
17270,17270,0.0,51.783,-51.783
17306,17306,0.0,51.783,-51.783
17318,17318,0.0,127.0,-127.0
17345,17345,0.0,51.783,-51.783
17346,17346,0.0,135.0,-135.0
17391,17391,52.0,51.783,0.2169999999999987
17398,17398,0.0,175.289,-175.289
17421,17421,0.0,216.363,-216.363
17430,17430,181.0,30.667,150.333
17443,17443,195.0,30.667,164.333
17459,17459,74.0,0.0,74.0
17460,17460,171.0,85.67999999999999,85.32000000000001
17464,17464,0.0,265.0,-265.0
17466,17466,155.0,0.0,155.0
17472,17472,224.0,30.667,193.333
17481,17481,170.0,85.67999999999999,84.32000000000001
17482,17482,125.0,20.157,104.843
17484,17484,0.0,270.0,-270.0
17489,17489,506.0,270.0,236.0
17494,17494,74.0,0.0,74.0
17503,17503,290.0,0.0,290.0
17505,17505,53.0,66.713,-13.712999999999994
17508,17508,183.0,85.67999999999999,97.32
17514,17514,485.0,270.0,215.0
17516,17516,244.0,0.0,244.0
17531,17531,0.0,270.0,-270.0
17534,17534,140.0,20.157,119.843
17541,17541,181.0,30.667,150.333
17552,17552,0.0,270.0,-270.0
17556,17556,187.0,30.667,156.333
17557,17557,138.0,20.157,117.843
17568,17568,160.0,0.0,160.0
17571,17571,183.0,85.67999999999999,97.32
17582,17582,166.0,0.0,166.0
17583,17583,233.0,30.667,202.333
17585,17585,132.0,20.157,111.843
17589,17589,182.0,85.67999999999999,96.32
17590,17590,0.0,270.0,-270.0
17592,17592,117.0,19.713,97.287
17599,17599,78.0,0.0,78.0
17623,17623,184.0,85.67999999999999,98.32
17626,17626,11.0,270.0,-259.0
17634,17634,232.0,30.667,201.333
17637,17637,142.0,20.157,121.843
17645,17645,289.0,0.0,289.0
17653,17653,208.0,30.667,177.333
17659,17659,300.0,0.0,300.0
17660,17660,72.0,79.046,-7.046000000000007
17672,17672,162.0,85.561,76.439
17673,17673,29.0,270.0,-241.0
17677,17677,134.0,42.165,91.835
17682,17682,180.0,85.67999999999999,94.32
17688,17688,224.0,30.667,193.333
17697,17697,72.0,79.046,-7.046000000000007
17700,17700,25.0,270.0,-245.0
17705,17705,300.0,0.0,300.0
17733,17733,72.0,79.046,-7.046000000000007
17745,17745,139.0,30.667,108.333
17748,17748,128.0,0.0,128.0
17752,17752,260.0,0.0,260.0
17759,17759,134.0,270.0,-136.0
17771,17771,175.0,85.67999999999999,89.32000000000001
17777,17777,130.0,0.0,130.0
17780,17780,220.0,270.0,-50.0
17782,17782,217.0,0.0,217.0
17798,17798,283.0,270.0,13.0
17806,17806,298.0,0.0,298.0
17831,17831,174.0,85.67999999999999,88.32000000000001
17834,17834,281.0,270.0,11.0
17835,17835,145.0,43.394,101.606
17854,17854,312.0,0.0,312.0
17866,17866,173.0,85.67999999999999,87.32000000000001
17869,17869,280.0,270.0,10.0
17877,17877,150.0,43.394,106.606
17883,17883,171.0,85.67999999999999,85.32000000000001
17896,17896,312.0,0.0,312.0
17912,17912,40.0,85.561,-45.56100000000001
17918,17918,311.0,0.0,311.0
17921,17921,169.0,85.67999999999999,83.32000000000001
17926,17926,282.0,270.0,12.0
17950,17950,37.0,85.561,-48.56100000000001
17954,17954,170.0,85.67999999999999,84.32000000000001
17960,17960,312.0,0.0,312.0
17963,17963,279.0,270.0,9.0
17989,17989,168.0,85.67999999999999,82.32000000000001
17991,17991,152.0,51.783,100.217
18005,18005,312.0,0.0,312.0
18007,18007,277.0,270.0,7.0
18013,18013,310.0,0.0,310.0
18042,18042,166.0,85.67999999999999,80.32000000000001
18045,18045,275.0,270.0,5.0
18049,18049,163.0,85.67999999999999,77.32000000000001
18058,18058,276.0,270.0,6.0
18068,18068,130.0,0.0,130.0
18071,18071,308.0,0.0,308.0
18095,18095,276.0,270.0,6.0
18104,18104,168.0,85.67999999999999,82.32000000000001
18116,18116,314.0,0.0,314.0
18123,18123,312.0,0.0,312.0
18141,18141,279.0,270.0,9.0
18162,18162,281.0,270.0,11.0
18186,18186,313.0,0.0,313.0
18201,18201,36.0,79.046,-43.04600000000001
18207,18207,280.0,270.0,10.0
18225,18225,314.0,0.0,314.0
18238,18238,314.0,0.0,314.0
18241,18241,280.0,270.0,10.0
18248,18248,0.0,79.046,-79.046
18252,18252,170.0,85.67999999999999,84.32000000000001
18259,18259,103.0,0.08167,102.91833
18265,18265,175.0,85.67999999999999,89.32000000000001
18267,18267,104.0,0.08167,103.91833
18275,18275,0.0,79.046,-79.046
18277,18277,120.0,97.0,23.0
18294,18294,280.0,270.0,10.0
18295,18295,315.0,0.0,315.0
18304,18304,104.0,0.0,104.0
18308,18308,282.0,270.0,12.0
18309,18309,120.0,97.0,23.0
18313,18313,0.0,79.046,-79.046
18330,18330,314.0,0.0,314.0
18331,18331,177.0,85.67999999999999,91.32
18340,18340,150.0,97.0,53.0
18346,18346,314.0,0.0,314.0
18348,18348,12.0,99.999,-87.999
18363,18363,179.0,85.67999999999999,93.32
18367,18367,282.0,270.0,12.0
18374,18374,281.0,270.0,11.0
18383,18383,179.0,85.67999999999999,93.32
18399,18399,314.0,0.0,314.0
18401,18401,120.0,99.999,20.001000000000005
18405,18405,150.0,150.0,0.0
18411,18411,135.0,150.0,-15.0
18417,18417,281.0,270.0,11.0
18422,18422,315.0,0.0,315.0
18443,18443,144.0,94.677,49.32299999999999
18448,18448,144.0,94.677,49.32299999999999
18451,18451,150.0,0.0,150.0
18462,18462,282.0,270.0,12.0
18464,18464,180.0,85.67999999999999,94.32
18470,18470,96.0,150.0,-54.0
18476,18476,315.0,0.0,315.0
18483,18483,282.0,270.0,12.0
18492,18492,150.0,150.0,0.0
18497,18497,182.0,85.67999999999999,96.32
18499,18499,316.0,0.0,316.0
18503,18503,120.0,0.0,120.0
18518,18518,120.0,0.0,120.0
18530,18530,316.0,0.0,316.0
18534,18534,182.0,85.67999999999999,96.32
18539,18539,130.0,150.0,-20.0
18541,18541,282.0,270.0,12.0
18543,18543,156.0,51.466,104.534
18552,18552,0.0,47.172,-47.172
18553,18553,156.0,0.0,156.0
18558,18558,282.0,270.0,12.0
18570,18570,179.0,85.67999999999999,93.32
18574,18574,120.0,0.0,120.0
18584,18584,72.0,138.93,-66.93
18587,18587,315.0,0.0,315.0
18596,18596,281.0,270.0,11.0
18603,18603,0.0,65.871,-65.871
18605,18605,317.0,0.0,317.0
18606,18606,183.0,85.67999999999999,97.32
18625,18625,316.0,0.0,316.0
18628,18628,278.0,270.0,8.0
18629,18629,181.0,85.67999999999999,95.32
18662,18662,294.0,0.0,294.0
18670,18670,0.0,51.783,-51.783
18671,18671,182.0,85.67999999999999,96.32
18683,18683,278.0,270.0,8.0
18686,18686,0.0,43.394,-43.394
18701,18701,181.0,49.98,131.02
18712,18712,207.0,0.0,207.0
18714,18714,0.0,51.783,-51.783
18731,18731,278.0,270.0,8.0
18732,18732,100.0,0.0,100.0
18738,18738,0.0,51.783,-51.783
18754,18754,183.0,11.44,171.56
18756,18756,282.0,270.0,12.0
18780,18780,281.0,130.0,151.0
18789,18789,182.0,85.67999999999999,96.32
18810,18810,183.0,85.67999999999999,97.32
18814,18814,282.0,135.0,147.0
18853,18853,182.0,85.67999999999999,96.32
18858,18858,282.0,135.0,147.0
18897,18897,282.0,135.0,147.0
18899,18899,477.0,270.0,207.0
18911,18911,181.0,85.67999999999999,95.32
18917,18917,466.0,270.0,196.0
18938,18938,543.0,270.0,273.0
18939,18939,538.0,270.0,268.0
18941,18941,282.0,135.0,147.0
18946,18946,180.0,85.1722,94.8278
18951,18951,68.0,54.0,14.0
18976,18976,466.0,270.0,196.0
18983,18983,282.0,135.0,147.0
19007,19007,464.0,270.0,194.0
19014,19014,281.0,135.0,146.0
19026,19026,281.0,135.0,146.0
19030,19030,471.0,270.0,201.0
19033,19033,537.0,270.0,267.0
19042,19042,149.0,45.1722,103.8278
19056,19056,493.0,270.0,223.0
19059,19059,250.0,135.0,115.0
19065,19065,56.0,0.0,56.0
19085,19085,169.0,57.1722,111.8278
19099,19099,284.0,135.0,149.0
19118,19118,0.0,51.783,-51.783
19127,19127,169.0,34.32,134.68
19132,19132,289.0,135.0,154.0
19135,19135,0.0,51.783,-51.783
19137,19137,56.0,150.0,-94.0
19141,19141,169.0,85.67999999999999,83.32000000000001
19159,19159,139.0,30.667,108.333
19165,19165,170.0,85.67999999999999,84.32000000000001
19170,19170,165.0,30.667,134.333
19171,19171,0.0,163.0,-163.0
19176,19176,281.0,135.0,146.0
19206,19206,281.0,135.0,146.0
19207,19207,0.0,163.0,-163.0
19217,19217,85.0,10.0,75.0
19219,19219,169.0,85.67999999999999,83.32000000000001
19220,19220,214.0,20.157,193.843
19225,19225,131.0,22.331,108.669
19231,19231,224.0,30.667,193.333
19239,19239,124.0,15.216,108.784
19240,19240,168.0,85.67999999999999,82.32000000000001
19242,19242,281.0,135.0,146.0
19248,19248,191.0,30.667,160.333
19254,19254,0.0,51.783,-51.783
19255,19255,102.0,10.0,92.0
19257,19257,210.0,20.157,189.843
19269,19269,0.0,163.0,-163.0
19272,19272,165.0,9.6935,155.3065
19281,19281,281.0,135.0,146.0
19290,19290,102.0,10.0,92.0
19300,19300,0.0,51.783,-51.783
19301,19301,139.0,20.157,118.843
19302,19302,0.0,163.0,-163.0
19304,19304,170.0,85.67999999999999,84.32000000000001
19305,19305,208.0,30.667,177.333
19310,19310,164.0,20.157,143.843
19314,19314,102.0,10.0,92.0
19319,19319,168.0,85.67999999999999,82.32000000000001
19322,19322,228.0,30.667,197.333
19324,19324,0.0,51.783,-51.783
19328,19328,0.0,163.0,-163.0
19334,19334,280.0,135.0,145.0
19338,19338,179.0,9.6935,169.3065
19345,19345,170.0,85.67999999999999,84.32000000000001
19355,19355,102.0,10.0,92.0
19356,19356,177.0,73.809,103.191
19358,19358,281.0,135.0,146.0
19360,19360,177.0,30.667,146.333
19363,19363,0.0,51.783,-51.783
19369,19369,80.0,0.0,80.0
19372,19372,212.0,46.729,165.27100000000002
19379,19379,89.0,163.0,-74.0
19382,19382,166.0,163.0,3.0
19384,19384,36.0,94.677,-58.67700000000001
19388,19388,279.0,135.0,144.0
19399,19399,178.0,78.479,99.521
19403,19403,0.0,51.783,-51.783
19408,19408,192.0,30.667,161.333
19413,19413,212.0,46.729,165.27100000000002
19415,19415,98.0,0.0,98.0
19431,19431,279.0,135.0,144.0
19442,19442,72.0,94.677,-22.677000000000007
19444,19444,148.0,30.667,117.333
19445,19445,305.0,163.0,142.0
19452,19452,72.0,94.677,-22.677000000000007
19456,19456,0.0,51.783,-51.783
19458,19458,278.0,135.0,143.0
19470,19470,169.0,30.667,138.333
19480,19480,313.0,163.0,150.0
19489,19489,176.0,30.667,145.333
19491,19491,0.0,51.783,-51.783
19497,19497,277.0,135.0,142.0
19504,19504,76.0,94.677,-18.677000000000007
19511,19511,313.0,163.0,150.0
19538,19538,314.0,163.0,151.0
19545,19545,200.0,30.667,169.333
19548,19548,26.0,51.783,-25.783
19551,19551,181.0,100.79,80.21
19552,19552,76.0,94.677,-18.677000000000007
19554,19554,279.0,135.0,144.0
19573,19573,206.0,100.79,105.21
19578,19578,278.0,135.0,143.0
19579,19579,76.0,94.677,-18.677000000000007
19581,19581,213.0,30.667,182.333
19583,19583,314.0,163.0,151.0
19602,19602,220.0,30.667,189.333
19608,19608,314.0,163.0,151.0
19609,19609,161.0,85.67999999999999,75.32000000000001
19624,19624,76.0,94.677,-18.677000000000007
19628,19628,277.0,135.0,142.0
19631,19631,212.0,100.79,111.21
19644,19644,259.0,163.0,96.0
19650,19650,77.0,94.067,-17.066999999999993
19653,19653,277.0,135.0,142.0
19658,19658,240.0,30.667,209.333
19661,19661,212.0,100.79,111.21
19664,19664,156.0,85.67999999999999,70.32000000000001
19668,19668,76.0,94.067,-18.066999999999997
19669,19669,210.0,64.169,145.83100000000002
19678,19678,116.0,0.0,116.0
19679,19679,278.0,135.0,143.0
19685,19685,159.0,30.667,128.333
19688,19688,125.0,163.0,-38.0
19696,19696,156.0,85.67999999999999,70.32000000000001
19714,19714,290.0,163.0,127.0
19723,19723,155.0,85.67999999999999,69.32000000000001
19737,19737,122.0,60.0,62.0
19739,19739,277.0,135.0,142.0
19771,19771,276.0,135.0,141.0
19779,19779,288.0,135.0,153.0
19791,19791,313.0,163.0,150.0
19807,19807,179.0,30.667,148.333
19822,19822,315.0,163.0,152.0
19845,19845,317.0,135.0,182.0
19850,19850,315.0,163.0,152.0
19870,19870,0.0,55.591,-55.591
19875,19875,538.0,135.0,403.0
19894,19894,559.0,135.0,424.0
19896,19896,0.0,94.677,-94.677
19909,19909,314.0,163.0,151.0
19923,19923,212.0,100.79,111.21
19933,19933,561.0,135.0,426.0
19946,19946,314.0,163.0,151.0
19953,19953,0.0,94.677,-94.677
19974,19974,0.0,94.677,-94.677
19983,19983,181.0,70.754,110.246
19986,19986,315.0,163.0,152.0
19991,19991,562.0,135.0,427.0
19997,19997,161.0,85.67999999999999,75.32000000000001
20015,20015,536.0,135.0,401.0
20019,20019,0.0,94.677,-94.677
20023,20023,316.0,163.0,153.0
20030,20030,162.0,85.67999999999999,76.32000000000001
20040,20040,0.0,94.677,-94.677
20053,20053,314.0,163.0,151.0
20057,20057,510.0,135.0,375.0
20065,20065,80.0,99.999,-19.998999999999995
20070,20070,565.0,135.0,430.0
20071,20071,314.0,163.0,151.0
20073,20073,0.0,110.57,-110.57
20094,20094,162.0,85.67999999999999,76.32000000000001
20102,20102,167.0,85.67999999999999,81.32000000000001
20103,20103,110.0,6.1039,103.8961
20105,20105,130.0,0.0,130.0
20114,20114,565.0,135.0,430.0
20118,20118,118.0,150.0,-32.0
20120,20120,0.0,70.14,-70.14
20122,20122,316.0,163.0,153.0
20123,20123,159.0,20.157,138.843
20131,20131,80.0,99.999,-19.998999999999995
20143,20143,154.0,0.0,154.0
20150,20150,168.0,85.67999999999999,82.32000000000001
20153,20153,182.0,20.157,161.843
20161,20161,568.0,135.0,433.0
20163,20163,0.0,72.42,-72.42
20165,20165,120.0,150.0,-30.0
20166,20166,80.0,99.999,-19.998999999999995
20169,20169,316.0,163.0,153.0
20175,20175,0.0,70.2,-70.2
20176,20176,50.0,150.0,-100.0
20177,20177,171.0,20.157,150.843
20184,20184,316.0,163.0,153.0
20187,20187,80.0,99.999,-19.998999999999995
20190,20190,168.0,85.67999999999999,82.32000000000001
20196,20196,154.0,0.0,154.0
20201,20201,568.0,135.0,433.0
20202,20202,163.0,23.054,139.946
20216,20216,169.0,85.67999999999999,83.32000000000001
20220,20220,567.0,135.0,432.0
20224,20224,0.0,150.0,-150.0
20232,20232,168.0,19.057,148.943
20234,20234,315.0,163.0,152.0
20241,20241,0.0,72.838,-72.838
20248,20248,0.0,150.0,-150.0
20252,20252,174.0,85.67999999999999,88.32000000000001
20254,20254,138.0,19.057,118.943
20255,20255,567.0,135.0,432.0
20261,20261,316.0,163.0,153.0
20265,20265,137.0,20.157,116.843
20282,20282,318.0,163.0,155.0
20291,20291,178.0,85.67999999999999,92.32
20297,20297,569.0,135.0,434.0
20298,20298,110.0,20.157,89.843
20313,20313,0.0,150.0,-150.0
20333,20333,0.0,82.84,-82.84
20337,20337,568.0,135.0,433.0
20338,20338,266.0,163.0,103.0
20345,20345,180.0,85.67999999999999,94.32
20355,20355,494.0,270.0,224.0
20363,20363,0.0,43.394,-43.394
20365,20365,181.0,85.67999999999999,95.32
20378,20378,164.0,163.0,1.0
20380,20380,568.0,135.0,433.0
20387,20387,543.0,270.0,273.0
20395,20395,9.0,163.0,-154.0
20397,20397,182.0,85.67999999999999,96.32
20400,20400,472.0,270.0,202.0
20408,20408,543.0,270.0,273.0
20414,20414,0.0,51.783,-51.783
20419,20419,567.0,135.0,432.0
20426,20426,536.0,270.0,266.0
20428,20428,0.0,163.0,-163.0
20440,20440,0.0,51.783,-51.783
20441,20441,491.0,270.0,221.0
20446,20446,182.0,72.3893,109.6107
20459,20459,567.0,135.0,432.0
20466,20466,566.0,135.0,431.0
20470,20470,72.0,0.0,72.0
20474,20474,0.0,51.783,-51.783
20486,20486,183.0,85.67999999999999,97.32
20498,20498,108.0,14.28,93.72
20517,20517,122.0,63.0,59.0
20538,20538,120.0,63.0,57.0
20551,20551,88.0,6.0722000000000005,81.9278
20571,20571,88.0,5.72,82.28
20585,20585,120.0,63.0,57.0
20589,20589,0.0,44.022000000000006,-44.022000000000006
20605,20605,0.0,50.352,-50.352
20655,20655,0.0,44.352,-44.352
20688,20688,0.0,39.352,-39.352
20689,20689,65.0,60.0,5.0
20714,20714,99.0,63.0,36.0
20724,20724,490.0,270.0,220.0
20725,20725,0.0,38.352,-38.352
20745,20745,64.0,60.0,4.0
20753,20753,458.0,270.0,188.0
20803,20803,118.0,11.0722,106.9278
20806,20806,491.0,270.0,221.0
20813,20813,0.0,54.0,-54.0
20837,20837,184.0,85.67999999999999,98.32
20846,20846,99.0,63.0,36.0
20878,20878,47.0,78.479,-31.479
20889,20889,184.0,85.67999999999999,98.32
20905,20905,183.0,85.67999999999999,97.32
20912,20912,43.0,78.479,-35.479
20922,20922,140.0,20.157,119.843
20954,20954,184.0,20.157,163.843
20957,20957,184.0,85.67999999999999,98.32
20964,20964,177.0,85.67999999999999,91.32
20968,20968,161.0,20.157,140.843
20997,20997,122.0,60.0,62.0
21006,21006,170.0,85.67999999999999,84.32000000000001
21009,21009,136.0,20.157,115.843
21018,21018,119.0,150.0,-31.0
21026,21026,122.0,60.0,62.0
21049,21049,138.0,20.157,117.843
21050,21050,181.0,163.0,18.0
21067,21067,169.0,85.67999999999999,83.32000000000001
21074,21074,169.0,85.67999999999999,83.32000000000001
21076,21076,293.0,163.0,130.0
21086,21086,201.0,70.851,130.149
21107,21107,149.0,52.42,96.58
21116,21116,184.0,70.851,113.149
21123,21123,315.0,163.0,152.0
21147,21147,314.0,163.0,151.0
21202,21202,314.0,163.0,151.0
21235,21235,167.0,85.67999999999999,81.32000000000001
21251,21251,314.0,163.0,151.0
21252,21252,164.0,85.67999999999999,78.32000000000001
21262,21262,0.0,43.394,-43.394
21263,21263,313.0,163.0,150.0
21265,21265,170.0,79.706,90.294
21295,21295,162.0,85.67999999999999,76.32000000000001
21298,21298,314.0,163.0,151.0
21327,21327,315.0,163.0,152.0
21388,21388,314.0,163.0,151.0
21410,21410,314.0,163.0,151.0
21418,21418,161.0,85.67999999999999,75.32000000000001
21437,21437,105.0,0.0,105.0
21446,21446,0.0,51.337,-51.337
21452,21452,316.0,163.0,153.0
21457,21457,160.0,85.67999999999999,74.32000000000001
21472,21472,159.0,85.67999999999999,73.32000000000001
21475,21475,104.0,0.0,104.0
21496,21496,147.0,48.369,98.631
21498,21498,313.0,163.0,150.0
21503,21503,0.0,51.337,-51.337
21511,21511,150.0,48.369,101.631
21516,21516,314.0,163.0,151.0
21523,21523,162.0,85.67999999999999,76.32000000000001
21550,21550,165.0,85.67999999999999,79.32000000000001
21554,21554,161.0,48.369,112.631
